time,gFx,gFy,gFz,TgF,wypadkowa
7.8050,0.1743,-0.9974,0.0452,1.13,0.60512841
7.8070,0.1691,-0.9979,0.0456,1.13,0.61340224
7.8120,0.1647,-0.9991,0.0469,1.14,0.62015625
7.8180,0.1606,-0.9984,0.0469,1.12,0.62552281
7.8210,0.1581,-0.9979,0.0461,1.11,0.62995969
7.8350,0.1569,-0.9969,0.0447,1.1,0.63250209
7.8360,0.1559,-0.9959,0.0427,1.9,0.63568729
7.8370,0.1557,-0.9944,0.041,1.7,0.63632529
7.8930,0.1564,-0.994,0.0376,1.7,0.64
7.8930,0.1579,-0.993,0.0354,1.6,0.63952009
7.8940,0.1594,-0.993,0.0315,1.6,0.64336441
7.8940,0.1628,-0.9937,0.0278,1.7,0.64496961
7.8940,0.1652,-0.9947,0.0234,1.9,0.64979721
7.8940,0.1679,-0.9954,0.02,1.1,0.65205625
7.8950,0.1704,-0.9966,0.0168,1.11,0.65512836
7.8950,0.1726,-0.9966,0.0149,1.12,0.65464281
7.8950,0.1733,-0.9971,0.0129,1.12,0.65755881
7.8950,0.1728,-0.9979,0.0119,1.13,0.66129424
7.8960,0.173,-0.9974,0.0119,1.12,0.66015625
7.8960,0.1738,-0.9979,0.0129,1.13,0.65804544
7.9030,0.1738,-0.9979,0.0144,1.13,0.65561409
7.9070,0.1721,-0.9981,0.0166,1.13,0.65512836
7.9120,0.1699,-0.9988,0.0176,1.13,0.65820769
7.9170,0.1682,-0.9981,0.019,1.12,0.65755881
7.9230,0.166,-0.9984,0.0205,1.12,0.65918161
7.9330,0.1635,-0.9974,0.0207,1.11,0.66129424
7.9340,0.1606,-0.9969,0.0207,1.1,0.66520336
7.9370,0.1598,-0.9959,0.0212,1.9,0.66406201
7.9870,0.1586,-0.9954,0.0217,1.8,0.66438801
7.9880,0.1579,-0.9952,0.0212,1.8,0.66601921
7.9890,0.1584,-0.9937,0.0207,1.6,0.66357316
7.9890,0.1601,-0.9927,0.0205,1.6,0.65950641
7.9890,0.162,-0.9915,0.0205,1.5,0.654481
7.9890,0.1638,-0.9908,0.0207,1.4,0.65011969
7.9900,0.1655,-0.991,0.0212,1.5,0.64689849
7.9900,0.1669,-0.9913,0.0222,1.5,0.64352484
7.9900,0.1689,-0.9908,0.0232,1.5,0.63792169
7.9900,0.1704,-0.9913,0.0244,1.6,0.63441225
7.9920,0.1713,-0.9903,0.0249,1.5,0.63059481
7.9970,0.1721,-0.9901,0.0268,1.5,0.62599744
8.0020,0.1723,-0.9891,0.0285,1.4,0.62141689
8.0100,0.173,-0.9888,0.029,1.4,0.61905424
8.0120,0.173,-0.9896,0.0298,1.5,0.61905424
8.0180,0.1718,-0.9888,0.0315,1.4,0.61701025
8.0230,0.1726,-0.9886,0.0317,1.4,0.61512649
8.0270,0.1728,-0.9886,0.0325,1.4,0.61355889
8.0320,0.1733,-0.9891,0.0329,1.5,0.61293241
8.0370,0.1733,-0.9896,0.0339,1.5,0.61214976
8.0500,0.173,-0.9896,0.0339,1.5,0.61261929
8.0510,0.1728,-0.991,0.0347,1.7,0.61387225
8.0550,0.1738,-0.992,0.0349,1.8,0.61355889
8.0580,0.1738,-0.9922,0.0347,1.8,0.61418569
8.1160,0.1733,-0.9932,0.0334,1.9,0.61858225
8.1170,0.1735,-0.9927,0.0307,1.8,0.62173225
8.1180,0.1716,-0.9932,0.0278,1.8,0.63011844
8.1180,0.1689,-0.9932,0.0246,1.8,0.63952009
8.1190,0.1657,-0.9935,0.0222,1.7,0.64899136
8.1190,0.1647,-0.9937,0.0202,1.7,0.65415744
8.1200,0.1628,-0.994,0.0178,1.7,0.66161956
8.1200,0.162,-0.9937,0.0173,1.7,0.66324736
8.1210,0.1623,-0.9925,0.0178,1.6,0.65999376
8.1210,0.1623,-0.9918,0.018,1.5,0.65853225
8.1220,0.1625,-0.9905,0.0198,1.4,0.65318724
8.1220,0.1633,-0.9905,0.0207,1.4,0.65044225
8.1230,0.1655,-0.9903,0.022,1.4,0.64448784
8.1270,0.1674,-0.991,0.0234,1.5,0.64032004
8.1330,0.1679,-0.9903,0.0246,1.5,0.63648484
8.1380,0.1696,-0.9905,0.0239,1.5,0.635209
8.1430,0.1728,-0.9915,0.0229,1.7,0.63329764
8.1470,0.1745,-0.9922,0.021,1.8,0.63473089
8.1530,0.176,-0.994,0.0185,1.1,0.63920025
8.1570,0.1779,-0.9947,0.0166,1.11,0.64032004
8.1630,0.1782,-0.9949,0.0146,1.11,0.64336441
8.1680,0.1774,-0.9952,0.0141,1.11,0.64593369
8.1720,0.177,-0.9952,0.0136,1.11,0.64738116
8.1810,0.1755,-0.9962,0.0141,1.12,0.65060356
8.1930,0.1743,-0.9959,0.0154,1.11,0.64995844
8.1950,0.1723,-0.9954,0.0176,1.1,0.64883025
8.1960,0.1711,-0.9952,0.0193,1.1,0.64770304
8.1980,0.1699,-0.9947,0.0212,1.9,0.64577296
8.2030,0.1684,-0.9942,0.0234,1.9,0.64384576
8.2080,0.1672,-0.9937,0.0246,1.8,0.64304361
8.2630,0.1679,-0.9932,0.0263,1.8,0.638401
8.2640,0.1674,-0.9927,0.0276,1.7,0.63632529
8.2640,0.1677,-0.9937,0.0281,1.8,0.63664441
8.2640,0.1684,-0.9927,0.0273,1.7,0.635209
8.2650,0.1694,-0.992,0.0261,1.7,0.63441225
8.2650,0.1704,-0.9922,0.0251,1.7,0.63473089
8.2650,0.1704,-0.991,0.0237,1.6,0.63504961
8.2650,0.1726,-0.9905,0.0222,1.6,0.63313849
8.2660,0.174,-0.9888,0.0215,1.4,0.62932489
8.2660,0.1745,-0.9891,0.0205,1.5,0.63059481
8.2660,0.1757,-0.9893,0.0205,1.5,0.62900761
8.2670,0.1767,-0.9898,0.022,1.6,0.62583921
8.2720,0.1779,-0.9901,0.0229,1.6,0.62299449
8.2770,0.1787,-0.9922,0.0246,1.9,0.62236321
8.2820,0.177,-0.9935,0.0268,1.9,0.62362609
8.2870,0.1767,-0.9925,0.0298,1.9,0.617796
8.2970,0.1755,-0.993,0.0312,1.9,0.61826769
8.2980,0.1738,-0.9935,0.0322,1.9,0.62015625
8.3020,0.1723,-0.9932,0.0332,1.9,0.62047129
8.3130,0.1706,-0.9932,0.0329,1.8,0.62362609
8.3130,0.1696,-0.9935,0.0315,1.8,0.62789776
8.3260,0.1677,-0.994,0.0317,1.9,0.63138916
8.3260,0.1657,-0.9949,0.0315,1.9,0.63632529
8.3270,0.1647,-0.9952,0.0303,1.9,0.64032004
8.3320,0.1625,-0.9957,0.0298,1.9,0.64545156
8.3380,0.1613,-0.9959,0.0303,1.9,0.64689849
8.3420,0.1603,-0.9957,0.0295,1.9,0.64947481
8.3470,0.1603,-0.9959,0.029,1.9,0.65060356
8.3530,0.1601,-0.9962,0.0288,1.9,0.65173329
8.3580,0.1616,-0.9944,0.0281,1.8,0.64754209
8.3620,0.1623,-0.9937,0.0273,1.7,0.64657681
8.3670,0.1638,-0.9947,0.0261,1.8,0.64770304
8.3720,0.1657,-0.9947,0.0244,1.9,0.64738116
8.3770,0.1664,-0.9944,0.0234,1.9,0.64738116
8.3820,0.1674,-0.9947,0.022,1.9,0.64850809
8.3880,0.1677,-0.9954,0.0217,1.1,0.649636
8.3950,0.1677,-0.9947,0.021,1.9,0.649636
8.3970,0.1662,-0.9947,0.0207,1.9,0.65254084
8.4030,0.166,-0.993,0.0212,1.7,0.64931364
8.4080,0.166,-0.991,0.022,1.5,0.644809
8.4220,0.1655,-0.991,0.0222,1.5,0.64529089
8.4230,0.1655,-0.9905,0.0237,1.5,0.64208169
8.4230,0.1657,-0.9913,0.0249,1.5,0.64112049
8.4280,0.166,-0.9918,0.0251,1.6,0.64112049
8.4320,0.1662,-0.9918,0.0261,1.6,0.63920025
8.4370,0.1689,-0.9918,0.0266,1.6,0.63409369
8.4430,0.1708,-0.9913,0.0278,1.6,0.62837329
8.4470,0.1718,-0.9913,0.0283,1.6,0.62599744
8.4520,0.1735,-0.9915,0.0288,1.7,0.62283664
8.4590,0.174,-0.991,0.0305,1.7,0.61858225
8.4630,0.173,-0.9927,0.0312,1.8,0.62173225
8.4690,0.1716,-0.9935,0.0334,1.9,0.62173225
8.4720,0.1706,-0.994,0.0366,1.9,0.61905424
8.4780,0.1691,-0.9952,0.0383,1.1,0.62062884
8.4830,0.1677,-0.9947,0.0403,1.1,0.61889689
8.4880,0.166,-0.9937,0.042,1.8,0.61732449
8.4990,0.1645,-0.9935,0.0439,1.8,0.61638201
8.4990,0.163,-0.9925,0.0449,1.7,0.61559716
8.5030,0.1623,-0.9925,0.0456,1.7,0.61559716
8.5090,0.1623,-0.992,0.0442,1.6,0.61701025
8.5320,0.1633,-0.9922,0.0417,1.6,0.61968384
8.5320,0.1645,-0.9925,0.0388,1.7,0.62283664
8.5320,0.1662,-0.9918,0.0351,1.6,0.62489025
8.5330,0.1679,-0.993,0.0317,1.8,0.62948356
8.5330,0.1696,-0.9925,0.0283,1.7,0.63138916
8.5380,0.1708,-0.9925,0.0261,1.7,0.63297936
8.5430,0.1716,-0.9942,0.0241,1.9,0.63760225
8.5490,0.1716,-0.9942,0.0232,1.9,0.63904036
8.5530,0.1718,-0.9954,0.0241,1.1,0.63920025
8.5580,0.1718,-0.9962,0.0246,1.11,0.63968004
8.5620,0.1699,-0.9976,0.0246,1.12,0.64496961
8.5680,0.1682,-0.9988,0.0251,1.13,0.64883025
8.5720,0.1652,-0.9993,0.0246,1.13,0.65529025
8.5790,0.1623,-0.9993,0.0237,1.13,0.66145689
8.5820,0.1606,-0.9993,0.0239,1.12,0.66389904
8.5870,0.1576,-0.9981,0.0241,1.11,0.66650896
8.5930,0.1547,-0.9986,0.0249,1.11,0.670761
8.5980,0.1528,-0.9981,0.0244,1.1,0.67387681
8.6040,0.1515,-0.9976,0.0239,1.9,0.67601284
8.6090,0.1513,-0.9964,0.0232,1.8,0.67551961
8.6170,0.1523,-0.9957,0.0234,1.8,0.6724
8.6190,0.1533,-0.994,0.0232,1.6,0.66830625
8.6240,0.1537,-0.994,0.0239,1.6,0.66650896
8.6420,0.1557,-0.9935,0.0244,1.6,0.66161956
8.6430,0.1569,-0.9925,0.0261,1.5,0.65529025
8.6430,0.1586,-0.992,0.0271,1.5,0.65011969
8.6440,0.1611,-0.9922,0.0298,1.6,0.64208169
8.6480,0.1625,-0.9925,0.0322,1.6,0.63648484
8.6530,0.1638,-0.9915,0.0344,1.6,0.62932489
8.6580,0.163,-0.9922,0.0366,1.6,0.62821476
8.6630,0.164,-0.9918,0.0383,1.6,0.62331025
8.6680,0.1638,-0.9918,0.0395,1.6,0.62173225
8.6730,0.1625,-0.9922,0.0405,1.6,0.62283664
8.6790,0.1623,-0.9932,0.0403,1.7,0.62504836
8.6840,0.1616,-0.9932,0.0415,1.7,0.62425801
8.6890,0.1616,-0.9949,0.0408,1.9,0.62805625
8.6950,0.1608,-0.9952,0.0395,1.9,0.63186601
8.6980,0.1601,-0.9964,0.0381,1.1,0.63712324
8.7030,0.1606,-0.9966,0.0359,1.1,0.64016001
8.7080,0.1611,-0.9976,0.0349,1.11,0.64256256
8.7130,0.1623,-0.9979,0.0332,1.12,0.64384576
8.7180,0.1623,-0.9959,0.0317,1.1,0.64304361
8.7230,0.163,-0.9959,0.0315,1.1,0.64224196
8.7290,0.1638,-0.9949,0.03,1.9,0.64176121
8.7330,0.1638,-0.9944,0.0293,1.8,0.64208169
8.7380,0.1635,-0.9932,0.0305,1.7,0.63872064
8.7520,0.162,-0.9925,0.0312,1.6,0.63888049
8.7520,0.1608,-0.9925,0.0307,1.6,0.641601
8.7530,0.1608,-0.993,0.0305,1.6,0.64272289
8.7590,0.1608,-0.9927,0.0305,1.6,0.64224196
8.7630,0.1611,-0.992,0.03,1.5,0.64144081
8.7680,0.1608,-0.9922,0.0288,1.6,0.64416676
8.7720,0.1598,-0.992,0.029,1.5,0.64513024
8.7790,0.1594,-0.9927,0.0283,1.6,0.648025
8.7830,0.1606,-0.9927,0.0278,1.6,0.64689849
8.7880,0.1603,-0.9935,0.0273,1.7,0.64947481
8.7930,0.1603,-0.9937,0.0273,1.7,0.64979721
8.7980,0.1616,-0.9952,0.0281,1.9,0.64883025
8.8030,0.163,-0.9954,0.0293,1.9,0.64496961
8.8080,0.163,-0.9957,0.0307,1.9,0.643204
8.8130,0.1652,-0.9966,0.0327,1.11,0.63792169
8.8180,0.166,-0.9959,0.0342,1.1,0.63313849
8.8230,0.1655,-0.9947,0.0356,1.9,0.62980096
8.8310,0.1667,-0.9954,0.0356,1.1,0.62900761
8.8330,0.1677,-0.9944,0.0356,1.9,0.62583921
8.8410,0.1682,-0.9935,0.0354,1.8,0.62394201
8.8650,0.1679,-0.9937,0.0344,1.8,0.62631396
8.8650,0.1684,-0.993,0.0327,1.8,0.62710561
8.8660,0.1686,-0.9935,0.0305,1.8,0.63107136
8.8660,0.1686,-0.994,0.0285,1.9,0.63504961
8.8660,0.1689,-0.994,0.0266,1.9,0.63760225
8.8680,0.1691,-0.994,0.0251,1.9,0.63968004
8.8730,0.1689,-0.9942,0.0234,1.9,0.64304361
8.8780,0.1682,-0.9949,0.0229,1.9,0.64609444
8.8840,0.1684,-0.9944,0.0224,1.9,0.64577296
8.8900,0.1669,-0.994,0.0234,1.8,0.64593369
8.8940,0.1664,-0.993,0.0234,1.7,0.64513024
8.8990,0.166,-0.992,0.0241,1.6,0.64304361
8.9030,0.166,-0.9922,0.0254,1.6,0.64128064
8.9080,0.1652,-0.9927,0.0261,1.7,0.64224196
8.9130,0.1647,-0.9927,0.0259,1.7,0.64336441
8.9180,0.1647,-0.9937,0.0259,1.8,0.64496961
8.9230,0.1638,-0.9944,0.0263,1.8,0.64689849
8.9390,0.1645,-0.9959,0.0263,1.1,0.64818601
8.9390,0.1645,-0.9954,0.0254,1.9,0.64883025
8.9390,0.1633,-0.9962,0.0256,1.1,0.65173329
8.9570,0.163,-0.9966,0.0261,1.1,0.65205625
8.9580,0.1633,-0.9959,0.0281,1.1,0.64722025
8.9580,0.164,-0.9947,0.0293,1.9,0.64224196
8.9580,0.1652,-0.9949,0.0295,1.9,0.64032004
8.9630,0.1655,-0.9947,0.031,1.9,0.63712324
8.9680,0.1682,-0.9944,0.032,1.9,0.63075364
8.9730,0.1699,-0.993,0.0332,1.8,0.62394201
8.9780,0.1718,-0.9935,0.0337,1.9,0.620944
8.9830,0.1735,-0.9932,0.0334,1.9,0.61826769
8.9900,0.1752,-0.9925,0.0322,1.8,0.61638201
8.9940,0.1755,-0.993,0.0327,1.9,0.61591104
8.9990,0.1767,-0.993,0.0315,1.9,0.61591104
9.0040,0.177,-0.9932,0.0312,1.9,0.616225
9.0090,0.1772,-0.9935,0.0317,1.1,0.61559716
9.0140,0.1774,-0.9937,0.0307,1.1,0.61716736
9.0190,0.1757,-0.9942,0.0305,1.1,0.620944
9.0240,0.173,-0.9935,0.0305,1.9,0.6241
9.0290,0.1708,-0.9935,0.0295,1.8,0.62916624
9.0340,0.1689,-0.9935,0.0295,1.8,0.63218401
9.0390,0.1662,-0.9937,0.0293,1.8,0.63712324
9.0470,0.1645,-0.994,0.0288,1.8,0.64112049
9.0500,0.162,-0.994,0.0285,1.7,0.64561225
9.0540,0.1603,-0.9937,0.0288,1.7,0.64738116
9.0590,0.1598,-0.993,0.0285,1.6,0.64754209
9.0960,0.1589,-0.9937,0.0288,1.7,0.649636
9.0970,0.1589,-0.9952,0.0273,1.8,0.654481
9.0980,0.1589,-0.9952,0.0268,1.8,0.65529025
9.0990,0.1589,-0.9954,0.0278,1.8,0.65399569
9.0990,0.1591,-0.9954,0.0281,1.8,0.65318724
9.1000,0.1601,-0.9954,0.0276,1.9,0.65237929
9.1000,0.1611,-0.9952,0.0278,1.9,0.65011969
9.1010,0.1613,-0.9962,0.0278,1.1,0.65141041
9.1050,0.1628,-0.9966,0.0288,1.1,0.648025
9.1090,0.164,-0.9954,0.0298,1.9,0.64256256
9.1140,0.1638,-0.9949,0.0305,1.9,0.64096036
9.1190,0.163,-0.9932,0.0317,1.7,0.63760225
9.1250,0.1633,-0.9927,0.0315,1.7,0.63664441
9.1290,0.1642,-0.9913,0.0315,1.5,0.63297936
9.1350,0.165,-0.9896,0.0315,1.4,0.62900761
9.1400,0.1667,-0.9891,0.0315,1.4,0.62552281
9.1460,0.1684,-0.9883,0.031,1.3,0.62236321
9.1520,0.1686,-0.9893,0.0312,1.4,0.62331025
9.1540,0.1696,-0.9896,0.032,1.5,0.620944
9.1590,0.1708,-0.9901,0.0327,1.5,0.61873956
9.1710,0.1716,-0.9893,0.0322,1.5,0.61701025
9.1720,0.1733,-0.9896,0.0332,1.5,0.61324561
9.1740,0.1733,-0.9908,0.0339,1.6,0.61402896
9.2280,0.1723,-0.9918,0.0342,1.7,0.61669609
9.2290,0.1718,-0.9932,0.0344,1.9,0.619369
9.2290,0.1704,-0.993,0.0339,1.8,0.62204769
9.2290,0.1706,-0.9935,0.0342,1.9,0.62204769
9.2300,0.1699,-0.9942,0.0339,1.9,0.62473216
9.2300,0.1689,-0.9947,0.0332,1.9,0.62821476
9.2300,0.1679,-0.9952,0.0322,1.1,0.63218401
9.2300,0.1679,-0.9957,0.031,1.1,0.63489024
9.2310,0.1694,-0.9949,0.0305,1.1,0.632025
9.2310,0.1699,-0.9942,0.03,1.9,0.63091249
9.2310,0.1696,-0.9937,0.0295,1.9,0.63138916
9.2340,0.1696,-0.9935,0.0281,1.8,0.63329764
9.2390,0.1708,-0.9932,0.0276,1.8,0.63170704
9.2460,0.1735,-0.9927,0.0261,1.8,0.62900761
9.2510,0.1748,-0.992,0.0254,1.8,0.62694724
9.2550,0.1765,-0.991,0.0251,1.7,0.62315236
9.2600,0.1772,-0.9915,0.0246,1.8,0.62362609
9.2650,0.1765,-0.9922,0.0246,1.8,0.62583921
9.2720,0.1765,-0.9937,0.0249,1.1,0.62773929
9.2760,0.1757,-0.9944,0.0249,1.1,0.63011844
9.2890,0.1755,-0.9937,0.0251,1.9,0.62900761
9.2900,0.1733,-0.994,0.0259,1.9,0.63170704
9.2910,0.1721,-0.9937,0.0263,1.9,0.63250209
9.3440,0.1679,-0.9925,0.0283,1.7,0.63409369
9.3450,0.166,-0.9922,0.0303,1.6,0.63345681
9.3450,0.1638,-0.9918,0.0329,1.6,0.63218401
9.3460,0.1628,-0.9918,0.0332,1.6,0.63329764
9.3460,0.1608,-0.9918,0.0356,1.5,0.63266116
9.3460,0.1594,-0.9913,0.0359,1.5,0.633616
9.3460,0.1581,-0.9925,0.0356,1.6,0.63808144
9.3470,0.1598,-0.993,0.0347,1.6,0.63760225
9.3470,0.1598,-0.994,0.0337,1.7,0.64080025
9.3470,0.1613,-0.994,0.0317,1.7,0.641601
9.3470,0.1623,-0.9937,0.0307,1.7,0.64112049
9.3510,0.164,-0.9942,0.0293,1.8,0.64144081
9.3550,0.1652,-0.994,0.0288,1.8,0.64
9.3590,0.1667,-0.9937,0.0281,1.8,0.63824121
9.3640,0.1679,-0.9942,0.0266,1.9,0.63952009
9.3700,0.1689,-0.9935,0.0271,1.8,0.63600625
9.3740,0.1696,-0.9937,0.0273,1.8,0.63489024
9.3800,0.1701,-0.9947,0.0278,1.1,0.63489024
9.3840,0.1701,-0.9952,0.0288,1.1,0.63409369
9.3900,0.1696,-0.9944,0.0285,1.9,0.63409369
9.3960,0.1701,-0.9944,0.0285,1.9,0.63329764
9.4000,0.1689,-0.993,0.0288,1.8,0.63250209
9.4050,0.1674,-0.9932,0.0288,1.8,0.635209
9.4090,0.1655,-0.9935,0.0288,1.8,0.63872064
9.4150,0.165,-0.9937,0.0293,1.8,0.63904036
9.4200,0.1645,-0.9935,0.0293,1.7,0.63952009
9.4250,0.163,-0.9944,0.0293,1.8,0.64336441
9.4390,0.1618,-0.9949,0.029,1.8,0.64657681
9.4410,0.1606,-0.9957,0.0285,1.9,0.65060356
9.4410,0.1608,-0.9957,0.029,1.9,0.64947481
9.4550,0.1598,-0.9957,0.0283,1.9,0.65221776
9.4550,0.1596,-0.9944,0.0276,1.8,0.65157184
9.4560,0.1603,-0.9949,0.0273,1.8,0.65173329
9.4950,0.1608,-0.9942,0.0268,1.7,0.65060356
9.4960,0.1603,-0.9944,0.0263,1.8,0.65254084
9.4960,0.1611,-0.9947,0.0266,1.8,0.651249
9.4960,0.1611,-0.9944,0.0261,1.8,0.65157184
9.4970,0.1623,-0.9949,0.0256,1.8,0.651249
9.4970,0.164,-0.9949,0.0259,1.9,0.648025
9.4970,0.166,-0.9952,0.0261,1.9,0.64496961
9.4980,0.1677,-0.9947,0.0256,1.9,0.64224196
9.5010,0.1689,-0.9944,0.0256,1.9,0.63984001
9.5050,0.1694,-0.9935,0.0261,1.8,0.636804
9.5110,0.1706,-0.9935,0.0278,1.8,0.63218401
9.5160,0.1713,-0.993,0.0288,1.8,0.62869041
9.5200,0.1708,-0.9932,0.0295,1.8,0.62869041
9.5250,0.1704,-0.993,0.031,1.8,0.62663056
9.5300,0.1696,-0.993,0.032,1.8,0.62631396
9.5350,0.1679,-0.9932,0.0329,1.8,0.62789776
9.5400,0.1672,-0.9937,0.0325,1.8,0.630436
9.5460,0.1662,-0.994,0.0315,1.8,0.63409369
9.5500,0.1642,-0.9952,0.0298,1.9,0.64192144
9.5550,0.1638,-0.9957,0.0283,1.9,0.64577296
9.5610,0.1625,-0.9962,0.0263,1.1,0.65189476
9.5660,0.1625,-0.9964,0.0259,1.1,0.652864
9.5710,0.1613,-0.9971,0.0254,1.1,0.65674816
9.5750,0.1608,-0.9971,0.0251,1.1,0.65804544
9.5900,0.1616,-0.9971,0.0256,1.1,0.65593801
9.5900,0.1608,-0.9964,0.0273,1.1,0.65334889
9.5910,0.1596,-0.9962,0.029,1.9,0.65221776
9.5950,0.1589,-0.9949,0.0305,1.8,0.64883025
9.6240,0.1586,-0.9949,0.0325,1.8,0.64609444
9.6250,0.1584,-0.9927,0.0339,1.6,0.64064016
9.6250,0.1581,-0.9925,0.0347,1.6,0.63952009
9.6260,0.1596,-0.9925,0.0356,1.6,0.63568729
9.6260,0.1611,-0.992,0.0354,1.6,0.63282025
9.6260,0.1616,-0.9922,0.0351,1.6,0.63282025
9.6300,0.1618,-0.992,0.0339,1.6,0.63409369
9.6350,0.1623,-0.992,0.0325,1.6,0.63552784
9.6400,0.1635,-0.9913,0.0327,1.5,0.63218401
9.6460,0.1652,-0.9918,0.0334,1.6,0.62916624
9.6510,0.1657,-0.991,0.0332,1.5,0.62742241
9.6550,0.1667,-0.9905,0.0334,1.5,0.62473216
9.6610,0.1669,-0.9908,0.0332,1.5,0.62520649
9.6650,0.1667,-0.9908,0.0332,1.5,0.62552281
9.6700,0.1662,-0.9925,0.0334,1.7,0.62869041
9.6750,0.1652,-0.9922,0.0344,1.6,0.62821476
9.6800,0.1645,-0.9932,0.0339,1.7,0.63170704
9.6850,0.163,-0.9947,0.0342,1.9,0.63600625
9.6910,0.1616,-0.9957,0.0349,1.9,0.63872064
9.7130,0.1603,-0.9964,0.0347,1.1,0.64224196
9.7140,0.1591,-0.9969,0.0339,1.1,0.64625521
9.7140,0.1584,-0.9964,0.0342,1.9,0.64609444
9.7150,0.1576,-0.9969,0.0351,1.1,0.64673764
9.7160,0.1569,-0.9954,0.0356,1.8,0.64464841
9.7200,0.1559,-0.9947,0.0366,1.8,0.64352484
9.7250,0.1572,-0.9942,0.0366,1.7,0.64064016
9.7570,0.1584,-0.9937,0.0351,1.7,0.64032004
9.7580,0.1594,-0.9932,0.0344,1.7,0.63904036
9.7580,0.1606,-0.9927,0.0332,1.6,0.63824121
9.7590,0.1616,-0.9942,0.0325,1.8,0.64016001
9.7590,0.1628,-0.9949,0.0317,1.9,0.64064016
9.7590,0.1645,-0.9947,0.0298,1.9,0.64064016
9.7600,0.1667,-0.9937,0.0283,1.8,0.63792169
9.7650,0.1679,-0.993,0.0271,1.7,0.636804
9.7710,0.1701,-0.9937,0.0263,1.9,0.63568729
9.7760,0.1699,-0.9932,0.0256,1.8,0.63632529
9.7810,0.1706,-0.9935,0.0251,1.8,0.63648484
9.7850,0.1713,-0.9925,0.0249,1.7,0.63409369
9.7910,0.1713,-0.9927,0.0241,1.8,0.63568729
9.7950,0.1711,-0.993,0.0244,1.8,0.63600625
9.8000,0.1706,-0.9944,0.0259,1.9,0.63664441
9.8050,0.1694,-0.9957,0.0271,1.1,0.63872064
9.8100,0.1689,-0.9962,0.0285,1.11,0.63808144
9.8160,0.1684,-0.9957,0.0298,1.1,0.63600625
9.8210,0.1689,-0.9952,0.031,1.1,0.63250209
9.8260,0.1669,-0.9949,0.0315,1.9,0.63441225
9.8590,0.1664,-0.9947,0.0322,1.9,0.63377521
9.8600,0.1652,-0.994,0.031,1.8,0.63648484
9.8600,0.165,-0.9925,0.03,1.7,0.63600625
9.8610,0.1647,-0.9918,0.0293,1.6,0.63648484
9.8610,0.1645,-0.9927,0.0281,1.7,0.64016001
9.8610,0.1635,-0.9927,0.0268,1.6,0.64384576
9.8610,0.164,-0.9925,0.0273,1.6,0.64192144
9.8660,0.1642,-0.994,0.0276,1.8,0.64352484
9.8700,0.1638,-0.994,0.0285,1.8,0.64272289
9.8750,0.164,-0.9947,0.0298,1.9,0.64144081
9.8800,0.1638,-0.9942,0.0315,1.8,0.63824121
9.8850,0.163,-0.993,0.0317,1.7,0.63728289
9.8900,0.1625,-0.9925,0.0322,1.6,0.63648484
9.8950,0.162,-0.9932,0.0337,1.7,0.63600625
9.9010,0.1623,-0.9935,0.0344,1.7,0.63489024
9.9050,0.1628,-0.9947,0.0344,1.9,0.63600625
9.9110,0.1623,-0.9944,0.0351,1.8,0.635209
9.9160,0.1633,-0.994,0.0349,1.8,0.63329764
9.9210,0.1638,-0.9927,0.0347,1.7,0.63075364
9.9260,0.1642,-0.9937,0.0344,1.8,0.63218401
9.9310,0.1642,-0.9942,0.0332,1.8,0.63489024
9.9360,0.1647,-0.9935,0.0332,1.8,0.63297936
9.9410,0.1662,-0.9935,0.0329,1.8,0.63107136
9.9480,0.1667,-0.9935,0.0325,1.8,0.63091249
9.9510,0.1664,-0.9949,0.032,1.9,0.63441225
9.9560,0.1672,-0.9949,0.0325,1.9,0.63234304
9.9610,0.1672,-0.9952,0.0322,1.1,0.63329764
9.9670,0.1672,-0.9954,0.0322,1.1,0.633616
9.9710,0.1669,-0.9959,0.032,1.1,0.635209
9.9760,0.1664,-0.9959,0.032,1.1,0.63600625
9.9900,0.166,-0.9954,0.0322,1.1,0.63552784
9.9910,0.165,-0.994,0.032,1.8,0.635209
9.9910,0.1645,-0.9937,0.032,1.8,0.63552784
10.0490,0.1628,-0.9935,0.0315,1.7,0.63872064
10.0510,0.163,-0.9937,0.0298,1.7,0.64144081
10.0520,0.1625,-0.9942,0.0293,1.8,0.64384576
10.0520,0.1618,-0.9954,0.0281,1.9,0.64883025
10.0530,0.1611,-0.9957,0.0281,1.9,0.65044225
10.0530,0.1598,-0.9952,0.0285,1.8,0.65108761
10.0540,0.1586,-0.9947,0.0293,1.8,0.65092624
10.0550,0.1576,-0.9952,0.0305,1.8,0.65141041
10.0550,0.1567,-0.9944,0.0325,1.7,0.64834704
10.0560,0.1552,-0.9952,0.0337,1.8,0.65011969
10.0560,0.155,-0.9957,0.0354,1.8,0.64850809
10.0570,0.1552,-0.9949,0.0361,1.8,0.64577296
10.0580,0.1557,-0.994,0.0373,1.7,0.641601
10.0610,0.1552,-0.9944,0.0376,1.7,0.64256256
10.0660,0.1559,-0.994,0.0373,1.7,0.64128064
10.0710,0.1572,-0.9935,0.0371,1.7,0.63872064
10.0770,0.1586,-0.993,0.0369,1.6,0.63600625
10.0900,0.1596,-0.9935,0.0361,1.7,0.63648484
10.0910,0.1618,-0.9944,0.0354,1.8,0.63552784
